PMID	title	abstract
25492406	Clustering-based model of cysteine co-evolution improves disulfide bond connectivity prediction and reduces homologous sequence requirements.	MOTIVATION: Cysteine residues have particular structural and functional relevance in proteins because of their ability to form covalent disulfide bonds. Bioinformatics tools that can accurately predict cysteine bonding states are already available, whereas it remains challenging to infer the disulfide connectivity pattern of unknown protein sequences. Improving accuracy in this area is highly relevant for the structural and functional annotation of proteins. RESULTS: We predict the intra-chain disulfide bond connectivity patterns starting from known cysteine bonding states with an evolutionary-based unsupervised approach called Sephiroth that relies on high-quality alignments obtained with HHblits and is based on a coarse-grained cluster-based modelization of tandem cysteine mutations within a protein family. We compared our method with state-of-the-art unsupervised predictors and achieve a performance improvement of 25-27% while requiring an order of magnitude less of aligned homologous sequences (∼10(3) instead of ∼10(4)). AVAILABILITY AND IMPLEMENTATION: The software described in this article and the datasets used are available at http://ibsquare.be/sephiroth. CONTACT: wvranken@vub.ac.be SUPPLEMENTARY INFORMATION: Supplementary material is available at Bioinformatics online.
22243679	Perceived weight gain, risk, and nutrition in pregnancy in five racial groups.	OBJECTIVE: Examine perceived pregnancy weight gain needed, perceived risks to mother, and infant of excessive weight and underweight, perceptions of actual, ideal, realistic body size, nutritional intake in five racial/ethnic groups. DESIGN: Cross-sectional Setting: Physicians' offices Participants: A total of 54 women <20 weeks gestation. METHODS: Questionnaires-perceived weight gain needed, risks of weight gain for mother, infant, perceptions of body size, food frequency. RESULTS: A total of 39% of women are overweight or obese (57% Caribbean Black, 50% African American). Perceived pregnancy weight gain needed highest in Central American Hispanic women, lowest Caribbean Black women. African-American women had low perceived risk for mother and infant of gaining too much pregnancy weight, highest perceived risk for both of gaining too little. Caribbean Black women perceived highest risk to mother of gaining too much pregnancy weight, highest risk to infant of gaining too little. White Non-Hispanic women reported smaller prepregnant, ideal, realistic body sizes than other four groups. Daily caloric intake ranged from 599 to 5856 calories. African-American women had significantly more calories; protein, total fats, monounsaturated, polyunsaturated, and saturated fats; carbohydrates, sugar; and iron than White Non-Hispanic women. Women in each racial/ethnic group had less than recommended intake of protein, carbohydrates, calcium, iron, folate, and fiber. CONCLUSIONS: Education is needed to raise awareness of risks of prepregnancy weight and excessive weight gain for mother and infant. The need for prenatal nutritional counseling to reduce the intake of calories, fats, sweets, and snacks; increase intake of vegetables, fruits, foods with iron, folate, and fiber.
26025871	'No Man׳s Land': An exploration of the traumatic experiences of student midwives in practice.	BACKGROUND: the role of being 'with woman' during traumatic birth has been identified as having an emotional cost for midwives, but to date no research has explored traumatic experiences of student midwives. AIM: to explore student midwives׳ perceptions of what was traumatic for them and how they were supported with such events. DESIGN: a qualitative descriptive approach, using semi structured interviews. SETTING: one university in the North West of England. PARTICIPANTS: 11 student midwives recruited by poster campaign. FINDINGS: five main themes emerged from the analysis. Wearing your Blues depicted what participants described as the 'bleak' landscape of practice. No Man's Land was concerned with traumatic tensions in the student role. 'Get the Red Box! ' and The Aftermath concerned traumatic events in practice and the impact of these on students. Learning to cope related to the way students coped with such incidents, as well as other stresses in the role. KEY CONCLUSIONS: the student midwife inhabits a vulnerable position in the 'No Man's Land' of hospital practice. Her strong identification with the woman renders her potentially more vulnerable in traumatic situations. The study revealed a paradigmatic clash between the manualised care of a busy obstetric unit and the individualised woman-led approach they were expecting. IMPLICATIONS FOR PRACTICE: it seems important for the profession to recognise that distressing events are not always the obvious critical incidents in care, and that a culture of support and/or debriefing after adverse events may assist students to articulate their needs and develop resilience. Educators may need to appreciate that the student midwife role in an emergency may heighten her vulnerability. This study also highlighted the potential alienation of students when placed in the maelstrom of a busy obstetric unit. The Birthplace study (Brocklehurst et al., 2011), NHS England's Five Year Forward View (NHS England, 2014) and NICE (2014) all recommend increasing the numbers of out-of-hospital births: it seems likely that such a reorganisation of care would improve the experiences of mothers and those who care for them during birth. As part of a 'design for compassionate care' (Crawford et al., 2014) it is important to foster spaces, processes and resources which are compassionate to practitioners and students.
21597014	Intravenous thrombolysis in nonagenarians with ischemic stroke.	BACKGROUND AND PURPOSE: Demographic changes will result in a rapid increase of patients age ≥90 years (nonagenarians), but little is known about outcomes in these patients after intravenous thrombolysis (IVT) for acute ischemic stroke. We aimed to assess safety and functional outcome in nonagenarians treated with IVT and to compare the outcomes with those of patients age 80 to 89 years (octogenarians). METHODS: We analyzed prospectively collected data of 284 consecutive stroke patients age ≥80 years treated with IVT in 7 Swiss stroke units. Presenting characteristics, favorable outcome (modified Rankin scale [mRS] 0 or 1), mortality at 3 months, and symptomatic intracranial hemorrhage (SICH) using the National Institute of Neurological Disorders and Stroke (NINDS) and Safe Implementation of Thrombolysis in Stroke-Monitoring Study (SITS-MOST) criteria were compared between nonagenarians and octogenarians. RESULTS: As compared with octogenarians (n=238; mean age, 83 years), nonagenarians (n=46; mean age, 92 years) were more often women (70% versus 54%; P=0.046) and had lower systolic blood pressure (161 mm Hg versus 172 mm Hg; P=0.035). Patients age ≥90 years less often had a favorable outcome and had a higher incidence of mortality than did patients age 80 to 89 years (14.3% versus 30.2%; P=0.034; and 45.2% versus 22.1%; P=0.002; respectively), while more nonagenarians than octogenarians experienced a SICH (SICH(NINDS), 13.3% versus 5.9%; P=0.106; SICH(SITS-MOST), 13.3% versus 4.7%; P=0.037). Multivariate adjustment identified age ≥90 years as an independent predictor of mortality (P=0.017). CONCLUSIONS: Our study suggests less favorable outcomes in nonagenarians as compared with octogenarians after IVT for ischemic stroke, and it demands a careful selection for treatment, unless randomized controlled trials yield more evidence for IVT in very old stroke patients.
22700496	Comparative evaluation of air cell and eggshell temperature measurement methodologies used in broiler hatching eggs during late incubation.	The current study was conducted to compare and contrast the uses of 2 devices (temperature transponder or infrared thermometer) and their locations (inner air cell membrane or outer eggshell surface) in Ross × Ross 708 broiler hatching eggs. The air cells of 14 embryonated and 10 nonembryonated eggs were implanted with temperature transponders on d 13.5 of incubation. Likewise, for these same eggs, eggshell surface temperature was detected with the use of transponders and an infrared thermometer. Temperatures were recorded every 12 h between 14.5 and 18 d of incubation, and graphs and corresponding regression values were used to track the temperatures over these time periods. The temperature readings using all methods in embryonated and nonembryonated eggs were positively correlated. In nonembryonated eggs, temperatures in the air cell and on the eggshell surface using transponders were higher than those on the eggshell surface using an infrared thermometer. Mean air cell temperature readings of embryonated eggs using transponders were higher than those of the eggshell, as determined with the use of transponders or an infrared thermometer. Furthermore, the differences in air cell temperature using transponders and eggshell temperature using an infrared thermometer in embryonated eggs increased with embryonic age. These readings confirmed increased embryo heat production during the incubational period examined. It was further concluded that when compared with actual embryo body temperatures determined in previous studies, the use of transponders in the air cells of broiler hatching eggs detected a higher and closer temperature than eggshell surface temperature. It is suggested that the air cell transponders in embryonated eggs circumvented the confounding effects of the thermal barrier properties of the eggshell and the flow of air across its surface.
25574680	Assessment tool for total laparoscopic hysterectomy: a Delphi consensus survey among international experts.	OBJECTIVE:  To achieve consensus among experts on the essentials steps to include in an assessment tool for total laparoscopic hysterectomy.  METHODS:  Using a Delphi consensus process, an initial survey was created based on the current literature and local expertise in laparoscopic surgery and sent to international experts in laparoscopic gynaecology. Experts were selected according to specific criteria. A second survey was formulated based on the answers and comments from the first round and sent to all experts who participated in the first round. Consensus was defined as a Cronbach alpha ≥ 0.80. A rate of agreement ≥ 0.70 was used to define which substeps to keep in the final tool. RESULTS:  From the 85 experts invited to participate, 53 (62%) agreed to participate, and 51 of these participated in both rounds. The final instrument to assess total laparoscopic hysterectomy was created using the items with a high level of agreement after two rounds. This final tool showed good internal consistency among the experts, with a Cronbach alpha of 0.90. CONCLUSION:  Using a Delphi methodology, we achieved international consensus among experts in laparoscopic gynaecology within a short time frame and with minimal costs. The resulting evaluation tool for total laparoscopic hysterectomy may serve in the assessment of surgical skills in the future, and would be a valuable adjunct to postgraduate training and continuing medical education programs. This tool will now undergo a validation process, comparing the rating scores of novices and experts surgeons.
29467745	Small Non-coding RNA RyhB Mediates Persistence to Multiple Antibiotics and Stresses in Uropathogenic Escherichia coli by Reducing Cellular Metabolism.	As dormant phenotypic variants of bacteria, persisters account for many chronic infections affecting human health. Despite numerous studies, the role of small non-coding RNA (sRNA) in bacterial persistence has not been reported. To investigate the role of Hfq-interacting sRNA in persistence, we constructed the deletion mutants of 20 Hfq-interacting sRNAs (RyhB, GcvB, MgrR, RybB, MicF, SgrS, RprA, DicF, SsrS, FnrS, GadY, DsrA, OmrB, ArcZ, RyeB, RydC, OmrA, MicA, MicC, and ChiX) to assess their persistence capacity in uropathogenic Escherichia coli strain UTI89 and identified a new sRNA RyhB being involved in persister formation. The ryhB-knockout mutant had significant defect in persistence to a diverse range of antibiotics (levofloxacin, cefotaxime, gentamicin) and stresses (hyperosmosis, acid, and heat) in both exponential phase and stationary phase. In addition, the effect of RyhB on persistence was synergistic with ppGpp and Fur protein. RNA-Seq analysis indicated that the ryhB-knockout mutant had a hyperactive metabolic state compared with the parent strain. Interestingly, increased adenosine triphosphate (ATP) levels and altered NAD+/NADH ratios were observed in the ryhB-knockout mutant. Our findings represent a new level of persistence regulation via sRNA and may provide novel therapeutic targets for interventions.
22956999	Complex structure of engineered modular domains defining molecular interaction between ICAM-1 and integrin LFA-1.	Intermolecular contacts between integrin LFA-1 (α(L)β(2)) and ICAM-1 derive solely from the integrin α(L) I domain and the first domain (D1) of ICAM-1. This study presents a crystal structure of the engineered complex of the α(L) I domain and ICAM-1 D1. Previously, we engineered the I domain for high affinity by point mutations that were identified by a directed evolution approach. In order to examine α(L) I domain allostery between the C-terminal α7-helix (allosteric site) and the metal-ion dependent adhesion site (active site), we have chosen a high affinity variant without mutations directly influencing either the position of the α7-helix or the active sites. In our crystal, the α(L) I domain was found to have a high affinity conformation to D1 with its α7-helix displaced downward away from the binding interface, recapitulating a current understanding of the allostery in the I domain and its linkage to neighboring domains of integrins in signaling. To enable soluble D1 of ICAM-1 to fold on its own, we also engineered D1 to be functional by mutations, which were found to be those that would convert hydrogen bond networks in the solvent-excluded core into vdW contacts. The backbone structure of the β-sandwich fold and the epitope for I domain binding of the engineered D1 were essentially identical to those of wild-type D1. Most deviations in engineered D1 were found in the loops at the N-terminal region that interacts with human rhinovirus (HRV). Structural deviation found in engineered D1 was overall in agreement with the function of engineered D1 observed previously, i.e., full capacity binding to α(L) I domain but reduced interaction with HRV.
29191227	Performance of MTBDRplus assay in detecting multidrug resistant tuberculosis at hospital level.	OBJECTIVE: Multidrug-resistant tuberculosis (MDR-TB) case finding progressively increased in Ethiopia mainly as a result of the utilization of World Health Organization (WHO)-endorsed rapid technologies including MTBDRplus assay. However, there is inadequate data on routine testing performance of the MTBDRplus assay. Consequently, the aim of the study was to assess the routine performance of the MTBDRplus assay in detecting MDR-TB at St. Peter's TB Specialized Hospital. RESULTS: The sensitivity and specificity of MTBDRplus in detecting isoniazid (INH) resistance were 96.3 and 100%, respectively. While for rifampicin (RIF) 100% was recorded for both. Similarly, a sensitivity of 97.96% and a specificity of 100% was measured for detecting MDR-TB. Among 49 MTBDRplus RIF resistant isolates, 46 (93.9%) strains had rpoB mutation. S531L was the most common rpoB mutant (81.6% of RIF resistant cases). All MTBDRplus INH resistant isolates (n = 52) had S315T1 katG mutation.
26519046	Effectiveness of a transdiagnostic internet-based protocol for the treatment of emotional disorders versus treatment as usual in specialized care: study protocol for a randomized controlled trial.	BACKGROUND: Emotional disorders (depression and anxiety disorders) are highly prevalent mental health problems. Although evidence showing the effectiveness of disorder-specific treatments exists, high comorbidity rates among emotional disorders limit the utility of these protocols. This has led some researchers to focus their interest on transdiagnostic interventions, a treatment perspective that might be more widely effective across these disorders. Also, the current way of delivering treatments makes it difficult provide assistance to all of the population in need. The use of the Internet in the delivery of evidence-based treatments may help to disseminate treatments among the population. In this study, we aim to test the effectiveness of EmotionRegulation, a new transdiagnostic Internet-based protocol for unipolar mood disorders, five anxiety disorders (panic disorder, agoraphobia, social anxiety disorder, generalized anxiety disorder and anxiety disorder not otherwise specified), and obsessive-compulsive disorder in comparison to treatment as usual as provided in Spanish public specialized mental health care. We will also study its potential impact on basic temperament dimensions (neuroticism/behavioral inhibition and extraversion/behavioral activation). Expectations and opinions of patients about this protocol will also be studied. METHODS/DESIGN: The study is a randomized controlled trial. 200 participants recruited in specialized care will be allocated to one of two treatment conditions: a) EmotionRegulation or b) treatment as usual. Primary outcome measures will be the BAI and the BDI-II. Secondary outcomes will include a specific measure of the principal disorder, and measures of neuroticism/behavioral inhibition and extraversion/behavioral activation. Patients will be assessed at baseline, post-treatment, and 3- and 12-month follow-ups. Intention to treat and per protocol analyses will be performed. DISCUSSION: Although the effectiveness of face-to-face transdiagnostic protocols has been investigated in previous studies, the number of published transdiagnostic Internet-based programs is still quite low. To our knowledge, this is the first randomized controlled trial studying the effectiveness of a transdiagnostic Internet-based treatment for several emotional disorders in public specialized care. Combining both a transdiagnostic approach with an Internet-based therapy format may help to decrease the burden of mental disorders, reducing the difficulties associated with disorder-specific treatments and facilitating access to people in need of treatment. Strengths and limitations are discussed. TRIAL REGISTRATION: ClinicalTrials.gov NCT02345668 . Registered 27 July 2015.
