PMID	title	abstract
9096391	The CAG repeat within the androgen receptor gene and its relationship to prostate cancer.	The length of a polymorphic CAG repeat sequence, occurring in the androgen receptor gene, is inversely correlated with transcriptional activity by the androgen receptor. Because heightened androgenic stimulation may increase risk of prostate cancer development and progression, we examined whether shorter CAG repeats in the androgen receptor gene are related to higher risk of prostate cancer. We conducted a nested case-control study of 587 newly diagnosed cases of prostate cancer detected between 1982 and 1995, and 588 controls without prostate cancer, within the Physician's Health Study. An association existed between fewer androgen receptor gene CAG repeats and higher risk of total prostate cancer [relative risk (RR) = 1.52; 95% confidence interval (CI) = 0.92-2.49; P trend = 0.04; for men with CAG repeat lengths < or = 18 relative to > or = 26 repeats]. In particular, a shorter CAG repeat sequence was associated with cancers characterized by extraprostatic extension or distant metastases (stage C or D) or high histologic grade (RR = 2.14; CI = 1.14-4.01; P trend = 0.001). This association was observed individually both for high stage (RR = 2.23) and high grade prostate cancer (RR = 1.89). Men with shorter repeats were at particularly high risk for distant metastatic and fatal prostate cancer. Variability in the CAG repeat length was not associated with low grade or low stage disease. These results demonstrate that a shorter CAG repeat sequence in the androgen receptor gene predicts higher grade and advanced stage of prostate cancer at diagnosis, and metastasis and mortality from the disease. The clinical implications of these results should be evaluated further.
12885466	Allelic imbalance in colorectal cancer at the CRAC1 locus in early-onset colorectal cancer.	A susceptibility gene to colorectal adenomas and carcinoma (CRAC1) on chromosome region 15q14 approximately q22 has been proposed on the basis of linkage in a single family. Allele-specific loss of heterozygosity (LOH) in tumors of affected family members suggests that the causative gene functions as a tumor-suppressor gene. The genes that are mutated in inherited cancer syndromes are often involved in the pathogenesis of sporadic cancer. To determine whether CRAC1 plays a role in colorectal carcinogenesis in general, we have studied 277 cases of early-onset colorectal cancers for allele loss at 15q14 approximately q22 using four microsatellite markers (D15S970, D15S117, D15S971, and D15S1028) that define the region of maximal linkage. The frequency of LOH detected was between 14% and 22%, but there was no significant association between LOH at each adjacent marker. Most cancers caused by loss of expression of a tumor suppressor involve large-scale deletion of one allele. On this basis, our findings suggest that CRAC1 is unlikely to be implicated in the development of colorectal cancer in general or, if involved, it is through small somatic mutations or other loss of function mechanisms rather than allele loss.
7765058	Extension of incomplete cDNAs (ESTs) by biotin/streptavidin-mediated walking using the polymerase chain reaction.	In the last 2 years thousands of new partial cDNAs or expressed sequence tags (ESTs) have been identified by single pass sequencing methods. It is expected that this number will further increase in order to help to isolate all human genes. However, the scientific value of partial cDNA fragments is limited unless they are used as tools for isolating and sequencing their full length parent molecules. Conventional library screening methods are tedious and not very effective in achieving this goal. We present a modified PCR technique which allows rapid isolation of the ends of partial cDNA fragments in vitro using a biotin/streptavidin capture procedure. Our method has several advantages over the RACE technique, is very specific, and allows to frequently sequence the final product directly without subcloning. We also show that cDNA walks can be obtained from partial sequences as short as 26 bp.
7960817	CATS: opportunities through open learning.	Health visitors need time out from their routine workload and encouragement from managers to reflect on their role in relation to their clients' needs. This is particularly important in times of great change. Stevie Holland describes how the new HVA open learning packs, to be re-launched in September, can help this process, and how practitioners can use them to gain further professional and academic qualifications through the credit accumulation and transfer scheme.
10503135	Pancreatitis and cystic fibrosis gene mutations.	Cystic fibrosis (CF) is a genetic disease with multisystem involvement in which defective chloride transport across membranes causes dehydrated secretions. The protein encoded by the CF gene--the cystic fibrosis transmembrane conductance regulator (CFTR)--functions as a cyclic adenosine monophosphate-regulated chloride channel. The ability to detect CFTR mutations has led to the recognition of its association with a variety of conditions, including chronic bronchitis, sinusitis with nasal polyps, pancreatitis, and, in men, infertility. This article reviews the impact of CF on the pancreas, the role of the CFTR protein in pancreatic secretion, and some of the exciting research identifying mutations in the CFTR gene as a risk factor for idiopathic acute and chronic pancreatitis.
9511817	Cell proliferation enhances entry of Listeria monocytogenes into intestinal epithelial cells by two proliferation-dependent entry pathways.	Bacterial entry into intestinal host cells is the result of a fairly sophisticated manipulation of host cell machinery by the pathogens. To study further the potential cell target of Listeria spp., the in-vitro entry of L. monocytogenes strains into intestinal cells was examined in relation to the metabolism, proliferation and differentiation of the cells by the alamarBlue assay, [3H] thymidine incorporation, and brush border-associated enzyme activities, respectively. The study showed that cell metabolism was not involved in the entry of L. monocytogenes in three cell models (two human and one porcine). On the other hand, entry was closely related to the proliferation process and poorly related to the differentiation state of the cells. The use of L. monocytogenes mutants lacking invasion proteins showed that InlA and InlB acted in synergy to mediate the entry of L. monocytogenes into proliferative cells, whereas InlA alone seemed to be involved in the entry into non-proliferative cells. These two entry pathways could correspond to the two cellular processes used by L. monocytogenes to enter proliferative and non-proliferative cells, as suggested by the use of cytochalasin D, nocodazole, chloroquine and monodansylcadaverine. Taken together, we propose a hypothesis in which the entry of L. monocytogenes is mediated by interaction between randomly distributed E-cadherin on the surface of proliferative cells. In contrast, the entry into non-proliferative cells may involve pp60c-src, a proto-oncogenic tyrosine kinase signal that modifies E-cadherin localisation. In conclusion, these results suggest that L. monocytogenes may preferentially enter crypt cells in vivo by a microfilament-dependent process, whereas the few bacteria that infect villus cells enter by an E-cadherin-internalin interaction that mediates microtubule-dependent endocytosis.
11483959	Valosin-containing protein is a multi-ubiquitin chain-targeting factor required in ubiquitin-proteasome degradation.	The ubiquitin-proteasome (Ub-Pr) degradation pathway regulates many cellular activities, but how ubiquitinated substrates are targeted to the proteasome is not understood. We have shown previously that valosin-containing protein (VCP) physically and functionally targets the ubiquitinated nuclear factor kappaB inhibitor, IkappaBalpha to the proteasome for degradation. VCP is an abundant and a highly conserved member of the AAA (ATPases associated with a variety of cellular activities) family. Besides acting as a chaperone in membrane fusions, VCP has been shown to have a role in a number of seemingly unrelated cellular activities. Here we report that loss of VCP function results in an inhibition of Ub-Pr-mediated degradation and an accumulation of ubiquitinated proteins. VCP associates with ubiquitinated proteins through the direct binding of its amino-terminal domain to the multi-ubiquitin chains of substrates. Furthermore, its N-terminal domain is required in Ub-Pr-mediated degradation. We conclude that VCP is a multi-ubiquitin chain-targeting factor that is required in the degradation of many Ub-Pr pathway substrates, and provide a common mechanism that underlies many of the functions of VCP.
7989485	Identification and functional characterization of two new somatic mutations causing constitutive activation of the thyrotropin receptor in hyperfunctioning autonomous adenomas of the thyroid.	It has recently been shown that somatic and germ line mutations of the TSH receptor gene cause autonomous hyperfunctioning thyroid adenomas and nonautoimmune toxic thyroid hyperplasia by constitutive activation of the TSH receptor. A "saturated" map of these mutations is a prerequisite for a systematic screening for these clinically important mutations. In this context, it is also of interest to determine whether different amino acid substitutions at the same residue cause constitutive activation of the TSH receptor, as suggested by site-directed mutagenesis of the alpha 1 beta-adrenergic receptor. We, therefore, screened further hyperfunctioning autonomous adenomas of the thyroid for constitutively activating mutations. We identified two new somatic mutations, changing alanine in position 623 to valine (A623V) and threonine in position 632 to isoleucine (T632I). Both mutations constitutively activated cAMP when transiently expressed in COS cells. Together with neighboring mutations, the T632I mutation demonstrates the importance of transmembrane domain VI for the activation of the TSH receptor and characterizes it as a hot spot for constitutively activating mutations. The previously identified A623I and the newly identified A623V mutations demonstrate that several amino acid substitutions at the same residue can cause constitutive activation of the TSH receptor.
9422818	The interaction of general anaesthetics with recombinant GABAA and glycine receptors expressed in Xenopus laevis oocytes: a comparative study.	1. The effects of five structurally dissimilar general anaesthetics were examined in voltage-clamp recordings of agonist-evoked currents mediated by recombinant gamma-aminobutyric acid (GABA)A receptors composed of human alpha 1 beta 1 and gamma 2L subunits expressed in Xenopus laevis oocytes. A quantitative comparison of the effects of these agents was made upon recombinant glycine receptors expressed as a homo-oligomer of human alpha 1 subunits, or as a hetero-oligomer of human alpha 1 and rat beta subunits. 2. Complementary RNA-injected oocytes expressing GABAA receptors responded to bath applied GABA with an EC50 of 158 +/- 34 microM. Oocytes expressing alpha 1 and alpha 1 beta glycine receptors subsequent to cDNA injection displayed EC50 values of 76 +/- 2 microM and 66 +/- 2 microM, respectively, in response to bath applied glycine. 3. Picrotoxin antagonized responses mediated by homo-oligomeric alpha 1 glycine receptors with an IC50 of 4.2 +/- 0.8 microM. Hetero-oligomeric alpha 1 beta glycine receptors were at least 100-fold less sensitive to blockade by picrotoxin. 4. With the appropriate agonist EC10, propofol enhanced GABA and glycine-evoked currents to approximately the maximal response produced by a saturating concentration of either agonist (i.e. Imax). The calculated EC50 values were 2.3 +/- 0.2 microM, 16 +/- 3 microM and 27 +/- 2 microM, for GABAA alpha 1 beta 1 gamma 2L, glycine alpha 1 and alpha 1 beta receptors, respectively. At relatively high concentrations, propofol was observed to activate directly both GABAA and glycine receptors. 5. Pentobarbitone potentiated GABA-evoked currents to 117 +/- 8.5% of Imax with an EC50 of 65 +/- 3 microM. The barbiturate also produced a substantial enhancement of the glycine-evoked currents, Imax and EC50 values being 71 +/- 2% and 845 +/- 66 microM and 51 +/- 10% and 757 +/- 30 microM for homomeric alpha 1 and heteromeric alpha 1 beta glycine receptors respectively. At high concentrations, pentobarbitone directly activated GABAA, but not glycine, receptors. 6. The potentiation by propofol or pentobarbitone of currents mediated by alpha 1 homo-oligomeric glycine receptors was in both cases associated with a parallel sinistral shift of the glycine concentration-effect curve. The effects of binary combinations of pentobarbitone and propofol at maximally effective concentrations were mutually occlusive suggesting a common site, or mechanism, of action. 7. GABA-evoked currents were maximally potentiated by etomidate to 79 +/- 2% of Imax (EC50 of 8.1 +/- 0.9 microM). By contrast, glycine-induced currents mediated by alpha 1 and alpha 1 beta glycine receptor isoforms were enhanced only to 29 +/- 4% and 28 +/- 3% of Imax. Limited solubility precluded the calculation of EC50 values for the effect of etomidate at glycine receptors. None of the receptor isoforms examined were directly activated by etomidate. 8. The neurosteroid 5 alpha-pregnan-3 alpha-ol-20-one potentiated GABA-evoked currents to 69 +/- 4% of Imax, with an EC50 value of 89 +/- 6 nM. In contrast, both alpha 1 homo-oligomeric and alpha 1 beta hetero-oligomeric glycine receptors were insensitive to the action of this steroid. A direct agonist action of the steroid was discernible at GABAA, but not glycine, receptors. 9. Trichloroethanol, the active metabolite of the general anaesthetic chloral hydrate, enhanced glycine-evoked currents to 77 +/- 10% and 94 +/- 4% of Imax on alpha 1 and alpha 1 beta glycine receptors, with EC50 values of 3.5 +/- 0.1 mM and 5.9 +/- 0.3 mM respectively. On GABAA receptors, trichloroethanol had a lower maximum enhancement (52 +/- 5% of Imax), but a slightly higher potency (EC50 1.0 +/- 0.1 mM). Trichloroethanol activated neither GABAA, nor glycine, receptors. 10. The data demonstrate a variety of intravenous general anaesthetic agents, at clinically relevant concentrations, to augment preferentially GABA-evoked currents mediated by the alpha1beta1upsilon2L receptor subunit combination as compared to their effects on both alpha1 and alpha1beta glycine receptors. However, the presence on glycine receptors of lower affinity modulatory binding sites for pentobarbitone, propofol and trichloroethanol may aid in the identification of the molecular determinants of the CNS actions of these anaesthetics.
8069001	Interferon beta for multiple sclerosis.	OBJECTIVE: To introduce readers to the use of a new agent, interferon beta-1b (IFN beta ser), in the treatment of relapsing-remitting multiple sclerosis (RRMS). Therapeutic and economic issues surrounding IFN beta ser are discussed, as are its pharmacology, clinical efficacy, adverse effects, and dosage guidelines. DATA SOURCES: A MEDLINE search was used to identify pertinent literature, including clinical trials and reviews. STUDY SELECTIONS: All available trials were reviewed. DATA EXTRACTION: Since trials evaluating subcutaneously administered interferon beta are sparse, clinical trials evaluating intrathecal IFN beta ser were included, as was toxicology information from the oncology population. DATA SYNTHESIS: IFN beta ser has recently been approved by the Food and Drug Administration for the treatment of RRMS. Its exact mechanism of action is unknown, but it may downregulate interferon gamma (IFN gamma) production and the IFN gamma-stimulated major histocompatibility complex antigen expression, and/or augment T-suppressor cell function. Primary adverse effects include flu-like symptoms, fever, chills, myalgia, sweating, and injection-site reactions. Clinical efficacy has been investigated in 372 ambulatory patients with RRMS. IFN beta ser treatment resulted in a reduction in the annual exacerbation rate and a greater proportion of exacerbation-free patients. Burden of central nervous system disease was also significantly reduced in treated patients. However, no reductions were detected on the Scripps Neurologic Rating Scale or with confirmed endpoint scores on the Kurtzke Expanded Disability Status Scale. Although many questions remain concerning IFN beta ser's long-term efficacy, its benefits in patients with other types of multiple sclerosis (MS), and its effect on progression of disease and ultimate disability, IFN beta ser is the first treatment modality that has substantially altered the natural course of MS in a controlled clinical trial. CONCLUSIONS: IFN beta ser is not a cure for MS, but it is well tolerated and patients with RRMS have shown significant improvements in exacerbation rates and burden of central nervous system disease. IFN beta ser should be considered a definite improvement in RRMS treatment, although many therapeutic issues remain unanswered. Additional clinical trials are needed.
7925459	Structural comparison of phospholipase-A2-binding regions in phospholipase-A2 receptors from various mammals.	We determined the nucleotide sequence of a mouse cDNA encoding the receptor for pancreatic group I phospholipase A2 (PLA2-I). Interspecies structural comparison of the mouse receptor with bovine PLA2-I receptor, whose structure had been clarified, revealed that the fourth carbohydrate-recognition domain (CRD)-like domain (CRD-like 4) was the most conserved among the domains in the PLA2-I receptor, suggesting the functional importance of CRD-like 4. A transient expression experiment with a truncated form of the receptor consisting of three CRD-like domains, from the third to the fifth, demonstrated that the PLA2-I-binding site of the receptor is constituted from these three CRD-like domains, supporting the functional indispensability of CRD-like 4 in the receptor. Since the PLA2-I-binding region was thus assigned to be CRD-like domains 3-5, we further analyzed the structures of the PLA2-I-binding regions in the PLA2-I receptors from the rat, rabbit and human. Furthermore, the obtained PLA2-I receptor cDNA fragments from these animals made it possible to examine the tissue expression patterns of this receptor in various mammals. The results, together with the results of the genomic structural analysis of this gene, indicated that a PLA2 receptor recently characterized by Lambeau et al. [Lambeau, G., Ancian, P., Barhanin, J. & Lazdunski, M. (1994) J. Biol. Chem. 269, 1575-1578] is a rabbit counterpart of the PLA2-I receptor although these two PLA2 receptors have distinctive PLA2-binding specificities.
10985947	Theory and in vivo application of electroporative gene delivery.	Efficient and safe methods for delivering exogenous genetic material into tissues must be developed before the clinical potential of gene therapy will be realized. Recently, in vivo electroporation has emerged as a leading technology for developing nonviral gene therapies and nucleic acid vaccines (NAV). Electroporation (EP) involves the application of pulsed electric fields to cells to enhance cell permeability, resulting in exogenous polynucleotide transit across the cytoplasmic membrane. Similar pulsed electrical field treatments are employed in a wide range of biotechnological processes including in vitro EP, hybridoma production, development of transgenic animals, and clinical electrochemotherapy. Electroporative gene delivery studies benefit from well-developed literature that may be used to guide experimental design and interpretation. Both theory and experimental analysis predict that the critical parameters governing EP efficacy include cell size and field strength, duration, frequency, and total number of applied pulses. These parameters must be optimized for each tissue in order to maximize gene delivery while minimizing irreversible cell damage. By providing an overview of the theory and practice of electroporative gene transfer, this review intends to aid researchers that wish to employ the method for preclinical and translational gene therapy, NAV, and functional genomic research.
11857676	Glutathione S-transferase isoenzymes in the two-spot ladybird, Adalia bipunctata (Coleoptera: Coccinellidae).	Isoenzymes of glutathione S-transferase (GST) in adult Adalia bipunctata, an aphidophagous predator, were studied. Cytosolic GST activity was studied in each beetle developmental stage. The highest activities towards both 1-chloro-2,4-dinitrobenzene (CDNB) and 2,4-dinitro-1-iodobenzene (DNIB) occurred in adults. The enzyme distribution was investigated in adults. While most of the enzymatic activity was found in the abdomen (40-50 and 34-63% respectively) using several concentrations of both CDNB and DNIB, significant differences were observed for the head and the thorax depending on the substrate. Activities were more abundant in the thorax with DNIB (37-47%) compared to the 13-19% obtained with CDNB. Some GST activity was also detected in the elytra. GSTs were purified by epoxy-activated Sepharose 6B affinity chromatography and applied to an HPLC column to determine the native molecular weight (69 kDa). Three isoenzymes were separated by chromatofocusing at pH ranges 7-4. Three bands with molecular mass from 23 to 26 kDa were visualised on SDS-PAGE. Their isoelectric points were 6.66, 6.36, and 6.21. The substrate specificities and the kinetic parameters (Vm and Km) of the isoenzymes showed large differences depending on the isoenzyme. Arch.
11396172	Suppression activity of pro-apoptotic gene products in cancer cells, a potential application for cancer gene therapy.	Overexpression of anti-apoptotic Bcl-2 and Bcl-XL proteins may play a role in the development of resistance to cancer therapy. We examined the expression of these proteins in prostate, breast, and ovarian cancer cells. We found that some of these cancer cell lines expressed high levels of Bcl-XL or Bcl-2., In order to develop an effective strategy to overcome the potential inhibition of cancer therapy by Bcl-2 and Bcl-XL, we tested the inhibitory ability of several pro-apoptotic or tumor suppressor genes in these cells. The expression of these genes induced apoptosis or suppressed cell growth with variable efficiency in these cells. Harakiri (Hrk) appears to result in the greatest induction of apoptosis or inhibition of cell growth Mtd, bax and bcl-XS were also effective in inhibiting cell growth. Furthermore, transfection of Hrk, bax, or Mtd into these cells caused significantly less colony formation than in cells transfected with p53 or BRCA1. Therefore, these results suggest that Hrk, bax, and Mtd are potent therapeutic agents for cancers expressing high levels of Bcl-2 and Bcl-XL.
